"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]"
"1311","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","Healthy Heart Of Texas AutoPay E-Plan","0.1480","0.1190","0.1140","$9.95 for usage less than 1,000 kWh","False","False","1","Fixed","100","12","175.00","http://www.southwestpl.com/","","http://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","http://www.southwestpl.com/Docs/swpl-efl-fixed-12-green.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","English","3"
"1433","AEP TEXAS CENTRAL DIVISION","AP GAS & ELECTRIC (TX) LLC","Affordable Saver 12","0.1260","0.1080","0.1080","Minimum Usage Fee: You will be charged $8.95 on any invoice where your meter read usage is less than 1000 kWh.

","False","False","1","Fixed","12","12","150.00","http://www.apge.com","Lock in a straightforward fixed rate plan that gives you price security for the next 12 months.  Flexible. Affordable. Energy. That's APG&E! ","https://enroll.apge.com/Offer/getDocument?documentId=2&offerCode=AEC_RES_12_FIXED_WEB","False","","https://enroll.apge.com/Offer/getDocument?documentId=10&offerCode=AEC_RES_12_FIXED_WEB","http://www.apge.com/lp/tx_p2c?utm_source=tx_p2c&utm_campaign=12_month&utm_medium=AEPC&utm_rate=10.8","","(877) 544-4857","TRUE","TRUE","English","5"
"1526","AEP TEXAS CENTRAL DIVISION","BOUNCE ENERGY INC","Fantastic Fixed 6","0.1600","0.1460","0.1390","","False","False","1","Fixed","14","6","135.00","http://www.bounceenergy.com/texas/fixed-rate-electricity/msid/51/pid/ff6?utm_source=BD&utm_medium=TX-PTC","*Order online or call 1-866-962-6862 to sign up! *Your choice of the best rewards programs in Texas. *Earn airline miles, cash back, bill credits, or gift cards. *Named "Among the Best" in electricity companies by JD Power. Monthly base charge $4.95. For new customers only.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","False","","http://www.bounceenergy.com/efls/fantasticfixed6-032318.pdf","http://www.bounceenergy.com/texas/fixed-rate-electricity/msid/51/pid/ff6?utm_source=BD&utm_medium=TX-PTC","","(866) 962-6862","TRUE","FALSE","English","4"
"1618","AEP TEXAS CENTRAL DIVISION","BOUNCE ENERGY INC","Easy Fixed 3","0.1220","0.1080","0.1010","","False","False","1","Fixed","14","3","135.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-3/msid/51/pid/ef3?utm_source=BD&utm_medium=TX-PTC","*Online only! *Your choice of the best rewards programs in Texas. *Earn airline miles, cash back, bill credits, or gift cards. *Earn bill credits with our Refer-a-Friend program Monthly base charge $4.95. For new customers only.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","False","","http://www.bounceenergy.com/efls/easyfixed3-032318.pdf","http://www.bounceenergy.com/texas/fixed-rate-electricity-3/msid/51/pid/ef3?utm_source=BD&utm_medium=TX-PTC","","","TRUE","FALSE","English","4"
"1821","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","Texas Indepedence AutoPay E-Plan","0.1280","0.0990","0.0940","$9.95 for usage less than 1,000 kWh","False","False","0","Variable","16","1","0.00","http://www.southwestpl.com/","","http://www.southwestpl.com/Docs/swpl-tos-flex.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","TRUE","TRUE","English","3"
"1885","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan","0.1610","0.1320","0.1270","$9.95 for usage less than 1,000 kWh","False","False","1","Fixed","16","3","175.00","http://www.southwestpl.com/","","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","English","3"
"1890","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan","0.1610","0.1320","0.1270","$9.95 for usage less than 1,000 kWh","False","False","1","Fixed","16","6","175.00","http://www.southwestpl.com/","","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","English","3"
"1953","AEP TEXAS CENTRAL DIVISION","BOUNCE ENERGY INC","Tremendous 24","0.1370","0.1230","0.1160","","False","False","1","Fixed","14","24","135.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-24/msid/51/pid/tremend24?utm_source=BD&utm_medium=TX-PTC","*Lock in a rate for 24 months *Call 1-866-962-6862 to learn more! *Your choice of the best rewards programs in Texas. *Earn airline miles, cash back, bill credits, or gift cards. *Named "Among the Best" in electricity companies by JD Power. Monthly base charge $4.95. For new customers only.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","False","","http://www.bounceenergy.com/efls/tremendous24-032318.pdf","http://www.bounceenergy.com/texas/fixed-rate-electricity-24/msid/51/pid/tremend24?utm_source=BD&utm_medium=TX-PTC","","(866) 962-6862","TRUE","FALSE","English","4"
"1955","AEP TEXAS CENTRAL DIVISION","BOUNCE ENERGY INC","Terrific 12","0.1420","0.1280","0.1210","","False","False","1","Fixed","14","12","135.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-12/msid/51/pid/t12?utm_source=BD&utm_medium=TX-PTC","*Order online or call 1-866-962-6862 to sign up! *Your choice of the best rewards programs in Texas. *Earn airline miles, cash back, bill credits, or gift cards. *Named "Among the Best" in electricity companies by JD Power. Monthly base charge $4.95. For new customers only.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","False","","http://www.bounceenergy.com/efls/terrific12-032318.pdf","http://www.bounceenergy.com/texas/fixed-rate-electricity-12/msid/51/pid/t12?utm_source=BD&utm_medium=TX-PTC","","(866) 962-6862","TRUE","FALSE","English","4"
"1989","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","Spirit Of Texas AutoPay E-Plan","0.1390","0.1100","0.1050","$9.95 for usage less than 1,000 kWh","False","False","1","Fixed","16","24","175.00","http://www.southwestpl.com/","","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","English","3"
"2001","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","Healthy Heart Of Texas AutoPay E-Plan","0.1420","0.1130","0.1080","$9.95 for usage less than 1,000 kWh","False","False","1","Fixed","100","24","175.00","http://www.southwestpl.com/","","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-green.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","English","3"
"2024","AEP TEXAS CENTRAL DIVISION","YEP","Autopay E-Plan ","0.1400","0.1110","0.1060","$9.95 for usage less than 1,000 kWh","False","False","1","Fixed","16","24","175.00","http://www.yeptexas.com/","","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","False","","http://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen.pdf","https://www.yeptexas.com/Enroll/Enroll1.aspx","","(866) 937-5937","FALSE","TRUE","English","3"
"2029","AEP TEXAS CENTRAL DIVISION","YEP","Green Earth Autopay E-plan ","0.1430","0.1140","0.1090","$9.95 for usage less than 1,000 kWh","False","False","1","Fixed","100","24","175.00","http://www.yeptexas.com/","","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","False","","http://www.yeptexas.com/Docs/yep-efl-fixed-24-green.pdf","https://www.yeptexas.com/Enroll/Enroll1.aspx","","(866) 937-5937","FALSE","TRUE","English","3"
"2496","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","Plant-A-Tree AutoPay E-Plan","0.1460","0.1170","0.1120","$9.95 for usage less than 1,000 kWh","False","False","1","Fixed","16","12","175.00","http://www.southwestpl.com/Sitepage.aspx?cd=SP108"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com ","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-tree.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","English","3"
"2613","AEP TEXAS CENTRAL DIVISION","TXU ENERGY","TXU Energy MarketEdge ","0.1340","0.1200","0.1130","","False","False","2","Indexed","6","0","0.00","http://www.txu.com/ptc/mkted","Ahorrar dinero cuando los precios del gas natural son bajos. Mejorar a otro plan de servicio en cualquier momento GRATIS. Llevar un registro de los precios del gas natural y saber lo que está pagando por electricidad antes de recibir su factura! Evitar cargos por cancelación. Suscríbase ahora!","http://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA_SPA.pdf","False","","http://www.txu.com/~/media/Files/Marketing/Residential/EFLs/TCXMKTEDNS00AE_SPA.pdf","http://www.txu.com/ptc/mkted","","(855) 847-6135","FALSE","FALSE","Spanish","4"
"2667","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","Eagle 12","0.1200","0.1150","0.1120","","False","False","1","Fixed","6","12","20.00 per month left in term","https://www.trieagleenergy.com","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!","http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-12mo.pdf","http://www.trieagleenergy.com/default.aspx?webcode=PTC","","(877) 933-2453","FALSE","FALSE","English","2"
"3026","AEP TEXAS CENTRAL DIVISION","IGS ENERGY","Fixed rate for 12 billing cycle(s).","0.1320","0.1180","0.1180","$6.95 fee if usage is below 1,000 kWh per month","False","False","1","Fixed","0","12","150.00","http://www.igsenergy.com/?campaignCode=Web_PowerToChoose&utm_campaign=referral-texas-powertochoose&utm_source=powertochoose&utm_medium=referral","Now you can earn 5¢/gal for every $50 you spend on the IGS Energy portion of your utility bill through the Fuel Rewards Network™ program. Create an IGS Energy online account to check eligibility.","https://enrollment.igsenergy.com/api/Web/TermsAndConditions/ETTCC12FIXED09PP00RPROMO1/R/77901","False","","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTCC12FIXED09PP00RPROMO1","https://igs.com/signup/?campaignCode=Web_PowerToChoose&utm_campaign=referral-texas-powertochoose&utm_source=powertochoose&utm_medium=referral","","","FALSE","TRUE","English","4"
"3069","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","Green Eagle 36","0.1170","0.1120","0.1090","","False","False","1","Fixed","100","36","20.00 per month left in term","https://www.trieagleenergy.com","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!","http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-G-36mo.pdf","http://www.trieagleenergy.com/default.aspx?webcode=PTC","","(877) 933-2453","FALSE","FALSE","English","2"
"3079","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","Green Eagle 12","0.1230","0.1180","0.1150","","False","False","1","Fixed","100","12","20.00 per month left in term","https://www.trieagleenergy.com","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!","http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-G-12mo.pdf","http://www.trieagleenergy.com/default.aspx?webcode=PTC","","(877) 933-2453","FALSE","FALSE","English","2"
"3125","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","Eagle 12","0.1200","0.1150","0.1120","","False","False","1","Fixed","6","12","20.00 por cada mes dejado ","https://www.trieagleenergy.com","Por favor, lea atentamente los terminos y condiciones.  No tenemos un minimo mensual, ni cargos extras de medidores AMS, y sin trucos o trampas.","http://www.trieagleenergy.com/esp/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-12mo-SPAN.pdf","http://www.trieagleenergy.com/default.aspx?webcode=PTC","","(877) 933-2453","FALSE","FALSE","Spanish","2"
"3137","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","Green Eagle 36","0.1170","0.1120","0.1090","","False","False","1","Fixed","100","36","20.00 por cada mes dejado ","https://www.trieagleenergy.com","Por favor, lea atentamente los terminos y condiciones.  No tenemos un minimo mensual, ni cargos extras de medidores AMS, y sin trucos o trampas.","http://www.trieagleenergy.com/esp/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-G-36mo-SPAN.pdf","http://www.trieagleenergy.com/default.aspx?webcode=PTC","","(877) 933-2453","FALSE","FALSE","Spanish","2"
"3143","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","Green Eagle 12","0.1230","0.1180","0.1150","","False","False","1","Fixed","100","12","20.00 por cada mes dejado ","https://www.trieagleenergy.com","Por favor, lea atentamente los terminos y condiciones.  No tenemos un minimo mensual, ni cargos extras de medidores AMS, y sin trucos o trampas.","http://www.trieagleenergy.com/esp/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-G-12mo-SPAN.pdf","http://www.trieagleenergy.com/default.aspx?webcode=PTC","","(877) 933-2453","FALSE","FALSE","Spanish","2"
"3197","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","Eagle 36","0.1130","0.1080","0.1050","","False","False","1","Fixed","6","36","20.00 per month left in term","https://www.trieagleenergy.com","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!","http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-36mo.pdf","http://www.trieagleenergy.com/default.aspx?webcode=PTC","","(877) 933-2453","FALSE","FALSE","English","2"
"3202","AEP TEXAS CENTRAL DIVISION","TRIEAGLE ENERGY LP","Eagle 36","0.1130","0.1080","0.1050","","False","False","1","Fixed","6","36","20.00 por cada mes dejado ","https://www.trieagleenergy.com","Por favor, lea atentamente los terminos y condiciones.  No tenemos un minimo mensual, ni cargos extras de medidores AMS, y sin trucos o trampas.","http://www.trieagleenergy.com/esp/Docs/TOS/TX/TOS.pdf","False","","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-36mo-SPAN.pdf","http://www.trieagleenergy.com/default.aspx?webcode=PTC","","(877) 933-2453","FALSE","FALSE","Spanish","2"
"3431","AEP TEXAS CENTRAL DIVISION","IGS ENERGY","Fixed rate for 12 billing cycle(s).","0.1340","0.1200","0.1200","$6.95 fee if usage is below 1,000 kWh per month","False","False","1","Fixed","100","12","150.00","http://www.igsenergy.com/?campaignCode=Web_PowerToChoose&utm_campaign=referral-texas-powertochoose&utm_source=powertochoose&utm_medium=referral","Now you can earn 5¢/gal for every $50 you spend on the IGS Energy portion of your utility bill through the Fuel Rewards Network™ program. Create an IGS Energy online account to check eligibility.","https://enrollment.igsenergy.com/api/Web/TermsAndConditions/ETTCC12FIXED09PP00RGGTXPROMO1/R/77901","False","","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTCC12FIXED09PP00RGGTXPROMO1","https://igs.com/signup/?campaignCode=Web_PowerToChoose&utm_campaign=referral-texas-powertochoose&utm_source=powertochoose&utm_medium=referral","","","FALSE","TRUE","English","4"
"2942","AEP TEXAS CENTRAL DIVISION","IGS ENERGY","Fixed rate for 36 billing cycle(s).","0.1330","0.1190","0.1190","$6.95 fee if usage is below 1,000 kWh per month","False","False","1","Fixed","0","36","250.00","http://www.igsenergy.com/?campaignCode=Web_PowerToChoose&utm_campaign=referral-texas-powertochoose&utm_source=powertochoose&utm_medium=referral","Now you can earn 5¢/gal for every $50 you spend on the IGS Energy portion of your utility bill through the Fuel Rewards Network™ program. Create an IGS Energy online account to check eligibility.","https://enrollment.igsenergy.com/api/Web/TermsAndConditions/ETTCC36FIXED09QQ00RPROMO1/R/77901","False","","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTCC36FIXED09QQ00RPROMO1","https://igs.com/signup/?campaignCode=Web_PowerToChoose&utm_campaign=referral-texas-powertochoose&utm_source=powertochoose&utm_medium=referral","","","FALSE","TRUE","English","4"
"3560","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","AutoPay E-Plan de Sembrar-Un-Arbol","0.1460","0.1170","0.1120","$9.95 para el uso de menos de 1,000 kWh","False","False","1","Fixed","16","12","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01","Por cada hora de consumo (kilovatio/hora) se contribuye un rbol a la  fundacin Arbor Day.  Mejora los bosques, ros, y vida silvestre a la vez que proveemos sus necesidades de energa.  Matriclese hoy y proteja a Tejas maana.  Visite www.SouthwestPowerandLight.com","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-tree-spanish.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","Spanish","3"
"3600","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","AutoPay E-Plan Healthy Heart of Texas","0.1420","0.1130","0.1080","$9.95 para el uso de menos de 1,000 kWh","False","False","1","Fixed","100","24","175.00","https://www.southwestpl.com/?lang=es-ES","","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-green-spanish.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","Spanish","3"
"3625","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan","0.1610","0.1320","0.1270","$9.95 para el uso de menos de 1,000 kWh","False","False","1","Fixed","16","6","175.00","https://www.southwestpl.com/?lang=es-ES","","https://www.southwestpl.com/Docs/swpl-tos-fixed-spanish.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen-spanish.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","Spanish","3"
"3630","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan","0.1610","0.1320","0.1270","$9.95 para el uso de menos de 1,000 kWh","False","False","1","Fixed","16","3","175.00","https://www.southwestpl.com/?lang=es-ES","","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-spanish.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","Spanish","3"
"3612","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","AutoPay E-Plan Spirit of Texas","0.1390","0.1100","0.1050","$9.95 para el uso de menos de 1,000 kWh","False","False","1","Fixed","16","24","175.00","https://www.southwestpl.com/?lang=es-ES","","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-spanish.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","Spanish","3"
"3641","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","AutoPay E-Plan Spirit of Texas","0.1280","0.0990","0.0940","$9.95 para el uso de menos de 1,000 kWh","False","False","0","Variable","16","1","0.00","https://www.southwestpl.com/?lang=es-ES","","https://www.southwestpl.com/Docs/swpl-tos-flex-spanish.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-spanish.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","Spanish","3"
"3644","AEP TEXAS CENTRAL DIVISION","SOUTHWEST POWER & LIGHT","AutoPay E-Plan Healthy Heart of Texas","0.1480","0.1190","0.1140","$9.95 para el uso de menos de 1,000 kWh","False","False","1","Fixed","100","12","175.00","https://www.southwestpl.com/?lang=es-ES","","http://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","False","","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-green-spanish.pdf","https://www.southwestpl.com/Enroll/Enroll1.aspx","","(866) 941-7975","FALSE","TRUE","Spanish","3"
